symbol,name,exchange,yf_ticker,sector,close,sma50,sma200,high_52w,pct_off_high,r1m,r3m,r6m,r12m,turnover_cr,vol_surge,adr_pct,gap_pct,tightness_pct,vol_dryup,contracting,momentum,trend_template,stage2,vcp_setup,qm_breakout,price_gt_sma10,price_gt_sma20,price_gt_sma50,price_gt_sma150,price_gt_sma200,sma50_gt_sma150,sma150_gt_sma200,sma200_rising,within_25_of_high,above_30_of_low,rs_rating,setup_quality
CXW,"CoreCivic, Inc. Common Stock",NYSE,CXW,Other,21.35,20.37,19.34,22.53,5.24,3.94,20.76,20.49,-2.47,23.6,0.41,4.38,-1.29,6.46,True,True,9.7,False,True,True,False,True,True,True,True,True,True,False,True,True,True,8,27
FOXA,Fox Corporation - Class A Common Stock,NASDAQ,FOXA,Other,64.58,62.6,63.32,75.74,14.73,2.61,15.19,0.26,16.11,182.56,0.21,2.65,-0.41,4.97,True,True,9.82,False,False,False,False,False,True,True,False,True,False,True,True,True,False,8,24
TFX,Teleflex Incorporated Common Stock,NYSE,TFX,Other,129.76,124.42,119.27,138.45,6.28,-2.41,6.89,13.75,8.38,96.97,0.27,3.03,-0.41,6.01,True,True,8.61,False,True,True,False,False,True,True,True,True,True,False,True,True,True,7,24
KFY,Korn Ferry Common Stock,NYSE,KFY,Other,70.49,65.14,66.39,74.77,5.73,6.26,13.44,8.06,6.91,24.74,0.29,2.58,0.36,10.51,True,False,8.5,False,False,False,False,True,True,True,True,True,True,False,False,True,False,7,8
CVBF,CVB Financial Corporation - Common Stock,NASDAQ,CVBF,Other,20.49,20.0,19.35,21.21,3.39,1.23,7.66,3.45,14.03,29.09,0.23,1.99,0.15,7.17,True,False,8.3,False,True,False,False,True,True,True,True,True,True,True,True,True,False,7,7
SAIC,Science Applications International Corporation - Common Stock,NASDAQ,SAIC,Other,105.45,96.2,98.17,119.29,11.6,10.85,14.74,23.98,-7.27,45.27,0.53,3.65,-0.38,13.27,True,False,8.32,False,False,False,False,True,True,True,True,True,True,False,False,True,False,7,10
EMN,Eastman Chemical Company Common Stock,NYSE,EMN,Other,75.46,73.08,67.08,80.39,6.13,7.16,1.14,27.63,-2.23,87.76,0.24,3.16,-0.07,12.01,True,False,8.34,True,True,False,False,True,True,True,True,True,True,True,True,True,True,7,29
TENB,"Tenable Holdings, Inc. - Common Stock",NASDAQ,TENB,Other,27.95,20.49,24.57,35.46,21.18,30.18,45.35,5.35,-12.66,82.5,0.5,5.8,1.27,27.33,True,False,8.63,False,False,False,False,True,True,True,True,True,False,False,False,True,True,7,15
CUZ,Cousins Properties Incorporated Common Stock,NYSE,CUZ,Other,27.07,24.44,25.21,29.08,6.92,8.0,18.55,8.76,2.11,45.08,0.18,2.11,-0.45,6.39,True,False,7.98,False,False,False,False,True,True,True,True,True,False,False,False,True,False,6,7
AGM,Federal Agricultural Mortgage Corporation Common Stock,NYSE,AGM,Other,182.11,165.63,169.33,204.24,10.83,5.67,16.74,8.31,1.74,20.22,0.96,2.95,-0.01,6.23,True,True,7.1,False,False,False,False,True,True,True,True,True,False,False,True,True,True,6,24
PSA,Public Storage Common Stock,NYSE,PSA,Other,305.95,295.0,283.76,312.17,1.99,4.03,0.65,14.74,5.54,237.03,0.17,2.03,-0.69,7.39,True,False,7.17,False,True,False,False,True,True,True,True,True,True,False,True,True,False,6,7
CWAN,"Clearwater Analytics Holdings, Inc. Class A Common Stock",NYSE,CWAN,Other,24.35,24.05,21.9,24.75,1.6,0.93,4.13,10.05,10.7,70.4,0.39,0.26,0.0,0.45,True,True,8.22,True,True,True,False,False,True,True,True,True,True,True,True,True,True,6,38
AVA,Avista Corporation Common Stock,NYSE,AVA,Other,41.6,40.42,38.57,42.07,1.11,3.92,3.67,3.25,14.71,24.31,1.02,1.71,0.12,5.63,False,False,7.99,False,True,False,False,True,True,True,True,True,True,True,True,True,False,6,6
FOX,Fox Corporation - Class B Common Stock,NASDAQ,FOX,Other,57.78,56.23,56.99,67.4,14.27,2.05,12.3,0.21,13.37,53.6,0.34,2.61,-0.86,4.92,True,True,8.07,False,False,False,False,False,False,True,False,True,False,True,True,True,False,6,23
SEIC,SEI Investments Company - Common Stock,NASDAQ,SEIC,Other,88.78,84.83,83.78,93.23,4.77,-2.3,9.17,11.38,5.32,56.0,0.27,1.97,-0.32,5.78,True,False,7.15,False,True,False,False,False,False,True,True,True,True,False,True,True,False,6,7
AFL,AFLAC Incorporated Common Stock,NYSE,AFL,Other,113.57,112.58,109.69,118.06,3.8,-1.76,1.09,2.81,13.73,245.19,0.53,1.8,-0.08,6.41,True,False,6.38,False,True,False,False,False,False,True,True,True,True,True,True,True,False,5,6
EXP,Eagle Materials Inc Common Stock,NYSE,EXP,Other,224.97,199.48,216.36,241.41,6.81,9.98,0.66,2.75,11.2,81.45,0.49,3.66,0.16,16.41,True,False,6.43,False,False,False,False,True,True,True,True,True,False,False,False,True,False,5,10
SIGI,"Selective Insurance Group, Inc. - Common Stock",NASDAQ,SIGI,Other,87.57,81.81,80.38,90.7,3.45,3.94,4.73,11.78,3.71,40.81,0.36,2.57,-0.52,7.02,True,False,6.36,False,True,False,False,False,True,True,True,True,True,True,True,True,False,5,7
APO,"Apollo Global Management, Inc. (New) Common Stock",NYSE,APO,Other,130.6,121.25,128.03,153.59,14.97,7.25,25.38,0.82,0.9,430.87,0.42,3.05,-0.71,7.17,True,False,6.41,False,False,False,False,False,False,True,True,True,False,False,False,True,True,5,8
PFGC,Performance Food Group Company Common Stock,NYSE,PFGC,Other,98.36,89.95,95.06,108.72,9.53,11.58,1.34,1.83,10.5,176.24,0.37,2.97,-1.09,6.88,True,True,6.18,False,False,False,False,True,True,True,True,True,False,False,False,True,False,5,23
FCNCA,"First Citizens BancShares, Inc. - Class A Common Stock",NASDAQ,FCNCA,Other,1984.2,1950.11,1943.71,2201.22,9.86,0.6,4.53,5.89,8.65,107.55,0.36,2.29,-0.46,5.83,True,True,6.2,False,False,False,False,True,True,True,True,True,False,True,False,True,False,5,22
THG,Hanover Insurance Group Inc,NYSE,THG,Other,188.26,182.11,177.12,197.54,4.7,6.06,4.8,2.56,11.54,53.54,0.44,2.08,-0.04,7.06,True,False,6.95,False,True,False,False,False,False,True,True,True,True,True,True,True,False,5,6
TXNM,"TXNM Energy, Inc. Common Stock",NYSE,TXNM,Other,59.24,58.79,57.5,59.48,0.4,0.65,1.1,3.63,7.88,85.8,0.67,0.32,0.02,1.01,True,False,4.53,False,True,False,False,False,False,True,True,True,True,True,True,True,False,4,2
OC,Owens Corning Inc Common Stock New,NYSE,OC,Other,126.57,116.15,122.37,154.63,18.15,4.44,4.43,17.47,-2.86,147.65,0.3,4.03,0.23,16.73,True,False,5.43,False,False,False,False,True,True,True,True,True,False,False,False,True,True,4,10
PAG,"Penske Automotive Group, Inc. Common Stock",NYSE,PAG,Other,167.4,158.06,162.11,183.48,8.77,-1.64,7.19,4.39,6.08,43.95,0.29,2.82,-0.45,11.46,True,False,5.02,False,False,False,False,True,True,True,True,True,False,False,False,True,False,4,7
PRI,"Primerica, Inc. Common Stock",NYSE,PRI,Other,271.75,267.38,261.74,281.93,3.61,-2.45,7.59,5.4,2.99,48.88,0.45,2.65,-0.15,6.17,True,False,4.09,False,True,False,False,False,False,True,True,True,True,False,True,True,False,4,7
RBA,"RB Global, Inc. Common Stock",NYSE,RBA,Other,106.07,101.8,105.27,118.79,10.71,1.08,5.37,9.11,1.68,110.16,0.36,2.62,-0.88,7.25,True,False,4.59,False,False,False,False,True,True,True,True,True,False,False,False,True,False,4,7
ESS,"Essex Property Trust, Inc. Common Stock",NYSE,ESS,Other,273.99,257.91,254.62,283.85,3.47,3.42,8.56,7.1,2.45,115.89,0.24,1.78,-0.2,5.21,True,False,5.16,False,True,False,False,False,True,True,True,True,True,False,True,True,False,4,5
KDP,Keurig Dr Pepper Inc. - Common Stock,NASDAQ,KDP,Other,30.11,27.67,27.71,34.3,12.19,4.1,0.33,13.24,-4.9,271.31,0.38,2.43,-0.18,7.5,True,False,2.49,False,False,False,False,True,True,True,True,True,False,False,False,True,False,3,6
AWR,American States Water Company Common Stock,NYSE,AWR,Other,77.35,76.11,73.36,80.26,3.63,-0.0,4.48,5.6,1.91,20.52,0.24,1.87,0.2,3.66,True,True,3.34,False,True,True,False,True,True,True,True,True,True,True,True,True,False,3,20
S,"SentinelOne, Inc. Class A Common Stock",NYSE,S,Other,17.1,14.93,15.63,19.78,13.55,16.33,30.34,5.36,-13.07,157.55,2.43,5.06,-14.32,20.76,False,False,4.08,False,False,False,False,False,True,True,True,True,False,False,False,True,True,3,11
URBN,"Urban Outfitters, Inc. - Common Stock",NASDAQ,URBN,Other,72.61,68.82,70.32,82.7,12.2,5.71,9.68,6.29,-2.85,102.42,0.44,4.0,-2.39,13.9,True,False,3.26,False,False,False,False,True,True,True,True,True,False,False,False,True,False,3,9
WY,Weyerhaeuser Company Common Stock,NYSE,WY,Other,24.48,24.05,24.09,26.87,8.9,0.93,0.64,12.57,-2.16,119.64,0.32,2.29,-0.45,9.64,True,False,3.13,False,False,False,False,True,True,True,True,True,True,False,False,True,False,3,6
UHAL-B,U-Haul Holding Company Series N Non-Voting Common Stock,NYSE,UHAL-B,Other,51.6,46.46,48.54,57.39,10.09,8.98,9.54,9.58,-6.13,20.15,0.74,3.72,-1.5,16.57,False,False,3.23,False,False,False,False,True,True,True,True,True,False,False,False,True,False,3,9
EQR,Equity Residential Common Shares of Beneficial Interest,NYSE,EQR,Other,65.39,62.76,61.55,67.16,2.63,-0.06,4.7,9.52,-1.0,174.5,0.49,1.77,-0.6,5.58,True,False,3.39,False,True,False,False,False,False,True,True,True,True,False,True,True,False,3,5
UDR,"UDR, Inc. Common Stock",NYSE,UDR,Other,37.42,35.63,35.8,40.03,6.54,3.47,1.02,6.24,-3.65,138.72,0.76,1.67,-0.5,4.33,True,False,0.97,False,False,False,False,False,True,True,True,True,True,False,False,True,False,2,4
CCI,Crown Castle Inc. Common Stock,NYSE,CCI,Other,91.0,86.73,88.9,109.95,17.24,5.97,2.9,4.28,-4.37,301.51,0.39,2.4,-0.16,9.14,True,False,0.72,False,False,False,False,True,True,True,True,True,False,False,False,True,False,2,6
TXRH,"Texas Roadhouse, Inc. - Common Stock",NASDAQ,TXRH,Other,183.01,167.59,171.11,193.9,5.62,14.51,0.51,5.18,-5.3,225.68,0.3,3.12,-0.33,8.29,True,True,0.99,False,False,False,False,True,True,True,True,True,False,True,False,True,False,2,22
INVH,Invitation Homes Inc. Common Stock,NYSE,INVH,Other,29.4,27.15,27.28,32.62,9.88,4.74,12.98,7.31,-7.65,146.25,0.3,1.76,-0.51,6.55,True,False,2.2,False,False,False,False,True,True,True,True,True,True,False,False,True,False,2,4
MDLZ,"Mondelez International, Inc. - Class A Common Stock",NASDAQ,MDLZ,Other,61.88,59.2,58.2,68.95,10.24,1.38,1.37,11.44,-4.01,417.98,0.34,1.85,-0.46,3.7,True,False,2.24,False,False,False,False,True,True,True,True,True,True,False,False,True,False,2,5
FFIN,"First Financial Bankshares, Inc. - Common Stock",NASDAQ,FFIN,Other,32.69,31.34,32.05,37.31,12.37,2.69,6.39,4.6,-4.15,22.63,0.4,2.11,-0.52,6.03,True,False,1.26,False,False,False,False,True,True,True,True,True,True,False,False,True,False,2,5
DXCM,"DexCom, Inc. - Common Stock",NASDAQ,DXCM,Other,73.59,63.91,67.83,89.53,17.8,27.85,0.22,19.29,-15.39,461.78,0.5,4.03,0.76,19.39,True,False,2.46,False,False,False,False,True,True,True,True,True,False,False,False,True,True,2,9
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,NYSE,AMH,Other,32.22,30.42,31.23,36.45,11.58,2.92,8.67,2.58,-10.11,111.5,0.81,1.98,-0.28,6.61,True,False,-1.24,False,False,False,False,True,True,True,True,True,False,False,False,True,False,1,4
PNFP,"Pinnacle Financial Partners, Inc. Common stock",NYSE,PNFP,Other,96.34,93.22,92.86,117.78,18.2,-0.9,6.69,4.92,-8.3,88.92,0.4,2.16,-0.35,6.92,True,False,-0.6,False,False,False,False,False,False,True,True,True,True,True,False,True,False,1,5
AVB,"AvalonBay Communities, Inc. Common Stock",NYSE,AVB,Other,182.56,175.36,178.01,200.99,9.17,-0.98,4.15,2.6,-6.09,189.4,0.26,1.66,-0.67,4.24,True,False,-0.92,False,False,False,False,False,False,True,True,True,False,False,False,True,False,1,4
CPT,Camden Property Trust Common Stock,NYSE,CPT,Other,107.32,102.51,103.8,113.83,5.72,1.9,0.14,3.21,-3.36,116.31,0.15,1.77,-0.39,6.15,True,False,-0.16,False,False,False,False,True,True,True,True,True,False,False,False,True,False,1,4
CWT,California Water Service Group Common Stock,NYSE,CWT,Other,45.06,44.36,44.65,48.79,7.64,0.07,0.73,0.12,-0.18,20.09,1.1,2.14,-0.16,6.03,False,False,0.12,False,False,False,False,True,True,True,True,True,True,False,False,True,False,1,5
CHH,"Choice Hotels International, Inc. Common Stock",NYSE,CHH,Other,109.69,108.81,104.07,134.14,18.23,-6.54,4.41,19.72,-14.97,63.63,0.33,3.89,-0.34,12.73,True,False,0.16,False,False,False,False,False,True,True,True,True,True,False,False,True,True,1,8
BIRK,Birkenstock Holding plc Ordinary Shares,NYSE,BIRK,Other,45.1,37.62,41.52,56.1,19.62,20.25,8.27,6.18,-16.95,116.67,0.45,5.75,1.5,31.94,False,False,-1.25,False,False,False,False,True,True,True,True,True,False,False,False,True,True,0,12
SBAC,SBA Communications Corporation - Class A Common Stock,NASDAQ,SBAC,Other,204.26,203.56,194.74,233.84,12.65,-4.85,2.85,7.03,-8.71,151.07,0.23,2.5,0.22,6.12,True,True,-1.29,False,False,False,False,True,False,True,True,True,True,False,False,True,False,0,20
BROS,Dutch Bros Inc. Class A Common Stock,NYSE,BROS,Other,57.57,53.3,56.71,74.24,22.45,4.03,7.39,0.35,-18.56,245.73,0.43,4.65,0.0,16.78,True,False,-5.44,False,False,False,False,True,True,True,True,True,False,False,False,True,False,0,9
